Date,Open,High,Low,Close,Volume
2004-06-09,27815,27957,27758,27783,786588008
2004-06-10,27755,27978,27755,27955,648618500
2004-06-11,27967,27971,27851,27933,482708210
2004-06-14,27890,27917,27661,27729,791566009
2004-06-15,27757,28078,27737,28053,872863276
2004-06-16,28094,28233,28080,28162,825729620
2004-06-17,28126,28316,28126,28242,852012464
2004-06-18,28299,28299,28097,28297,1939238130
2004-06-21,28297,28297,27956,28054,595172262
2004-06-22,27983,28057,27849,27892,720124619
2004-06-23,27971,28118,27960,27996,730282291
2004-06-24,28166,28270,28087,28149,1067823010
2004-06-25,28093,28674,28070,28194,735599108
2004-06-28,28190,28339,28099,28310,841415022
2004-06-29,28276,28281,28114,28234,758918933
2004-06-30,28283,28292,28086,28092,742544529
2004-07-01,28190,28329,27928,27940,906954200
2004-07-02,27954,27979,27839,27909,667229360
2004-07-05,27896,28000,27893,27941,403249601
2004-07-06,27993,27993,27737,27795,868323760
2004-07-07,27823,27892,27702,27751,746443045
2004-07-08,27748,27844,27569,27844,722457635
2004-07-09,27738,27962,27688,27929,631821764
2004-07-12,27894,27981,27707,27728,569693279
2004-07-13,27821,27850,27746,27772,473145311
2004-07-14,27681,27681,27452,27645,709165164
2004-07-15,27608,27615,27434,27434,712462874
2004-07-16,27553,27581,27395,27436,992945480
2004-07-19,27391,27462,27297,27329,544588375
2004-07-20,27276,27415,27144,27381,761417243
2004-07-21,27548,27613,27465,27499,627345608
2004-07-22,27315,27315,27124,27136,629898154
2004-07-23,27184,27254,27073,27128,713314990
2004-07-26,27101,27255,26864,26886,702734833
2004-07-27,26906,27082,26905,27078,663583017
2004-07-28,27180,27246,26991,27061,696649384
2004-07-29,27101,27449,27101,27397,613876134
2004-07-30,27466,27618,27328,27538,594629697
2004-08-02,27463,27467,27332,27429,579751705
2004-08-03,27464,27571,27447,27507,505154885
2004-08-04,27363,27391,27152,27250,692429963
2004-08-05,27253,27334,27126,27126,635093116
2004-08-06,26946,27017,26597,26652,818512460
2004-08-09,26651,26653,26319,26419,743327557
2004-08-10,26406,26608,26406,26581,493209649
2004-08-11,26631,26631,26143,26310,807243605
2004-08-12,26357,26498,26159,26249,736777553
2004-08-13,26153,26288,26065,26198,527468148
2004-08-16,26161,26489,26040,26450,492969084
2004-08-17,26426,26581,26382,26447,546209174
2004-08-18,26423,26521,26320,26482,490950079
2004-08-19,26636,26673,26453,26508,419877723
2004-08-20,26521,26543,26306,26421,499772326
2004-08-23,26545,26750,26517,26718,420068918
2004-08-24,26691,26864,26691,26730,510237067
2004-08-25,26819,26881,26734,26805,508066302
2004-08-26,26930,27002,26912,26923,510429225
2004-08-27,26951,27084,26903,27084,394843097
2004-08-30,27090,27102,26957,27009,352085108
2004-08-31,26926,27070,26890,26913,567943073
2004-09-01,27023,27188,27002,27171,587489481
2004-09-02,27167,27443,27105,27377,680514228
2004-09-03,27343,27700,27328,27666,907879865
2004-09-06,27690,27761,27617,27659,585460187
2004-09-07,27661,27717,27522,27627,696987676
2004-09-08,27605,27647,27532,27610,1153838214
2004-09-09,27529,27543,27353,27466,1073593028
2004-09-10,27516,27636,27495,27590,901655479
2004-09-13,27658,27852,27658,27835,895450153
2004-09-14,27820,27820,27696,27767,766204522
2004-09-15,27726,27905,27673,27717,949107050
2004-09-16,27683,27825,27678,27745,805034825
2004-09-17,27796,27987,27643,27934,1360947456
2004-09-20,27934,27968,27811,27904,716685033
2004-09-21,27904,28112,27904,28093,977127478
2004-09-22,28089,28192,27966,27984,949643735
2004-09-23,27940,28014,27847,27918,773688200
2004-09-24,27847,28007,27825,27983,715786334
2004-09-27,27938,27938,27770,27824,642983312
2004-09-28,27748,27963,27713,27959,932422994
2004-09-29,27992,28111,27958,28019,1001694735
2004-09-30,28108,28161,27794,27794,1005193120
2004-10-01,27852,28324,27848,28324,1049882195
2004-10-04,28376,28565,28376,28515,1018359023
2004-10-05,28467,28641,28416,28621,1042138894
2004-10-06,28631,28674,28484,28579,734678867
2004-10-07,28637,28727,28593,28659,767794858
2004-10-08,28586,28830,28563,28588,926990456
2004-10-11,28560,28622,28474,28579,597280883
2004-10-12,28565,28565,28303,28388,628592026
2004-10-13,28498,28580,28410,28457,950133686
2004-10-14,28341,28461,28337,28366,808479936
2004-10-15,28387,28387,28219,28338,692041084
2004-10-18,28376,28409,28230,28281,597471165
2004-10-19,28409,28556,28409,28487,769242457
2004-10-20,28339,28339,28216,28320,784291876
2004-10-21,28395,28481,28252,28460,831291716
2004-10-22,28495,28621,28444,28520,703788180
2004-10-25,28520,28520,28115,28193,720080977
2004-10-26,28263,28319,28189,28233,785221595
2004-10-27,28367,28580,28337,28562,820207011
2004-10-28,28625,28759,28625,28754,953556341
2004-10-29,28704,28846,28661,28681,895278219
2004-11-01,28671,28980,28663,28971,398002353
2004-11-02,28983,29084,28947,29061,736915424
2004-11-03,29212,29240,29082,29115,993761658
2004-11-04,29136,29214,29050,29214,764501304
2004-11-05,29345,29465,29263,29330,1084855901
2004-11-08,29330,29468,29238,29442,1114402037
2004-11-09,29423,29468,29309,29377,1299381405
2004-11-10,29418,29533,29317,29393,1199622860
2004-11-11,29402,29690,29331,29690,1330436930
2004-11-12,29731,29784,29605,29724,1399768787
2004-11-15,29801,29848,29586,29642,1154403892
2004-11-16,29663,29699,29399,29418,1119005420
2004-11-17,29477,29831,29435,29831,1179473974
2004-11-18,29783,29886,29731,29862,1351262703
2004-11-19,29949,30044,29718,29718,1827468049
2004-11-22,29615,29658,29477,29631,1044374335
2004-11-23,29728,29803,29576,29589,1029527212
2004-11-24,29707,29749,29619,29673,741672950
2004-11-25,29714,29845,29700,29841,791221280
2004-11-26,29807,29830,29698,29771,688760456
2004-11-29,29830,29965,29680,29680,779032438
2004-11-30,29725,29766,29545,29615,800540117
2004-12-01,29563,29952,29563,29917,994621124
2004-12-02,30024,30024,29888,29969,1112122092
2004-12-03,30000,30068,29846,29908,1047261220
2004-12-06,29856,30004,29831,30003,542534548
2004-12-07,30042,30231,29990,30173,759721577
2004-12-08,30346,30388,30208,30272,2058443938
2004-12-09,30266,30334,30031,30071,1061769443
2004-12-10,30196,30259,30171,30253,770317954
2004-12-13,30265,30362,30235,30343,872167938
2004-12-14,30429,30465,30347,30408,957801259
2004-12-15,30448,30448,30333,30356,870922940
2004-12-16,30414,30434,30340,30399,881762366
2004-12-17,30577,30577,30189,30273,1951161164
2004-12-20,30273,30556,30273,30468,979534347
2004-12-21,30489,30601,30487,30548,908725746
2004-12-22,30605,30783,30605,30771,858134459
2004-12-23,30750,30880,30722,30867,670872863
2004-12-27,30872,30884,30813,30824,458800759
2004-12-28,30830,30904,30786,30904,377281099
2004-12-29,30938,30955,30842,30888,417130079
2004-12-30,30927,30961,30850,30903,278833598
2005-01-03,30923,31131,30885,31005,618887656
2005-01-04,30986,31143,30962,31094,734273008
2005-01-05,30959,31084,30881,30976,770362306
2005-01-06,31024,31089,30967,31073,522319971
2005-01-07,31061,31204,31039,31128,831375199
2005-01-10,31120,31196,31079,31134,697146684
2005-01-11,31116,31131,30704,30740,1084484156
2005-01-12,30747,30839,30569,30645,996264631
2005-01-13,30753,30887,30681,30863,1042452247
2005-01-14,30807,31066,30768,31056,1044246500
2005-01-17,31099,31165,31064,31126,709396199
2005-01-18,31171,31171,30972,31094,727413807
2005-01-19,31188,31281,31148,31221,973595640
2005-01-20,31076,31168,31017,31132,928677353
2005-01-21,31106,31236,31069,31190,1164717176
2005-01-24,31148,31148,30959,31042,1232249711
2005-01-25,31011,31224,30974,31221,1089643586
2005-01-26,31249,31268,31105,31164,809353696
2005-01-27,31172,31202,30958,31129,959216671
2005-01-28,31130,31183,31003,31008,790932308
2005-01-31,31089,31363,31089,31334,1257809642
2005-02-01,31363,31515,31302,31515,1153271928
2005-02-02,31501,31609,31498,31563,1029186082
2005-02-03,31578,31654,31465,31537,918428646
2005-02-04,31607,31907,31607,31896,942373353
2005-02-07,32029,32094,31966,32039,930071476
2005-02-08,32017,32186,31976,32176,1016536892
2005-02-09,32190,32296,32040,32101,976535848
2005-02-10,32100,32270,32098,32134,842290150
2005-02-11,32221,32328,32183,32328,722174036
2005-02-14,32381,32410,32242,32307,745713949
2005-02-15,32306,32402,32284,32371,736727879
2005-02-16,32368,32368,32089,32142,842247471
2005-02-17,32162,32283,32138,32161,901393727
2005-02-18,32199,32229,31995,32008,1088349724
2005-02-21,32023,32057,31632,31675,1057836561
2005-02-22,31680,31702,31299,31507,1206784264
2005-02-23,31273,31417,31170,31400,995553986
2005-02-24,31463,31489,31247,31403,954101948
2005-02-25,31579,31744,31529,31744,825918737
2005-02-28,31756,31911,31727,31850,790803003
2005-03-01,31770,32023,31770,31949,829247418
2005-03-02,31961,31980,31718,31933,831407892
2005-03-03,31862,32028,31826,31902,783745257
2005-03-04,31955,32165,31855,32160,835506017
2005-03-07,32247,32311,32166,32236,757582493
2005-03-08,32216,32235,32020,32048,709136322
2005-03-09,32081,32263,31893,31963,957567689
2005-03-10,31826,31886,31664,31702,819881087
2005-03-11,31876,31886,31643,31680,720139724
2005-03-14,31635,31773,31596,31717,641407523
2005-03-15,31787,31983,31741,31966,967455599
2005-03-16,31893,31909,31577,31577,1007383652
2005-03-17,31601,31679,31494,31639,898700673
2005-03-18,31630,31868,31630,31868,1419444652
2005-03-21,31868,32036,31864,31929,1214051402
2005-03-22,31943,32017,31725,31965,914375329
2005-03-23,31690,31939,31685,31905,917806703
2005-03-24,31909,32149,31889,32115,752411759
2005-03-29,32060,32190,31935,32181,770885812
2005-03-30,32060,32246,31998,32206,859478096
2005-03-31,32432,32446,32296,32302,1081751464
2005-04-01,32329,32588,32329,32481,1183119354
2005-04-04,32456,32456,32237,32355,872666303
2005-04-05,32473,32476,32242,32385,890376791
2005-04-06,32418,32527,32402,32508,883954723
2005-04-07,32525,32856,32525,32856,1136890783
2005-04-08,32943,32964,32755,32812,1565139401
2005-04-11,32680,32944,32680,32852,1434650647
2005-04-12,32909,32916,32648,32669,1214372054
2005-04-13,32768,32850,32682,32698,1213530431
2005-04-14,32580,32669,32524,32587,1090351596
2005-04-15,32597,32597,31816,31816,1368799736
2005-04-18,31221,31221,30724,31052,1398471478
2005-04-19,31258,31263,31074,31087,1195643041
2005-04-20,31250,31281,30911,31025,1256917433
2005-04-21,30862,31287,30862,31161,1027497766
2005-04-22,31442,31442,31283,31325,598130312
2005-04-25,31297,31381,31206,31364,310862864
2005-04-26,31414,31414,31143,31322,965460317
2005-04-27,31202,31239,30817,30946,896677512
2005-04-28,31037,31062,30742,30841,849621764
2005-04-29,30713,31047,30713,30911,795607212
2005-05-02,31019,31225,31004,31150,564720635
2005-05-03,31178,31239,31071,31224,756046241
2005-05-04,31281,31301,31126,31266,831281224
2005-05-05,31401,31456,31312,31435,786139758
2005-05-06,31319,31422,31245,31412,995106208
2005-05-09,31390,31390,31262,31345,915660777
2005-05-10,31372,31464,31036,31036,1161427323
2005-05-11,31021,31227,30957,31116,1236397815
2005-05-12,31240,31394,31223,31337,995998519
2005-05-13,31195,31373,31189,31373,1048676835
2005-05-16,31354,31417,31262,31333,1173985174
2005-05-17,31413,31425,31016,31060,984635689
2005-05-18,31143,31575,31127,31567,1190198542
2005-05-19,31640,31679,31513,31635,1104304583
2005-05-20,31550,31736,31550,31676,900361922
2005-05-23,31302,31607,31249,31583,850187442
2005-05-24,31626,31631,31440,31532,1007761784
2005-05-25,31496,31689,31496,31564,1115816436
2005-05-26,31621,31827,31607,31765,1112816720
2005-05-27,31828,31828,31585,31703,918039970
2005-05-30,31709,31878,31661,31878,457814320
2005-05-31,31881,31881,31733,31739,967757801
2005-06-01,31792,32111,31792,32111,784338965
2005-06-02,32073,32193,32037,32139,685208950
2005-06-03,32174,32277,31913,31958,865621177
2005-06-06,31976,32108,31838,31859,796289117
2005-06-07,31956,32168,31911,32153,1132341332
2005-06-08,32104,32230,32036,32192,928058656
2005-06-09,32137,32306,32089,32278,999844927
2005-06-10,32399,32486,32323,32378,969509883
2005-06-13,32419,32603,32381,32477,786356956
2005-06-14,32651,32709,32516,32663,1269519889
2005-06-15,32660,32802,32600,32622,2008492942
2005-06-16,32741,32806,32597,32732,1457174975
2005-06-17,32928,32928,32688,32758,1531697181
2005-06-20,32758,32758,32232,32281,754239822
2005-06-21,32321,32507,32321,32419,800281406
2005-06-22,32460,32522,32337,32385,938237009
2005-06-23,32431,32498,32235,32390,938436719
2005-06-24,32188,32203,32041,32057,651956101
2005-06-27,31927,31995,31633,31734,845335535
2005-06-28,31819,32047,31819,32038,805965152
2005-06-29,32076,32283,32058,32185,1030325447
2005-06-30,32185,32444,32185,32343,1063453096
2005-07-01,32286,32532,32253,32532,734664218
2005-07-04,32611,32655,32525,32650,591942929
2005-07-05,32636,32697,32357,32553,829811626
2005-07-06,32668,32769,32629,32731,801464362
2005-07-07,32731,32731,31248,32185,1799210705
2005-07-08,32185,32769,32185,32769,767059528
2005-07-11,32769,33029,32769,32985,826807145
2005-07-12,32985,32994,32797,32843,620024030
2005-07-13,32843,33129,32843,33124,834237652
2005-07-14,33234,33410,33206,33316,979408438
2005-07-15,33277,33278,33096,33164,989613149
2005-07-18,33216,33377,33105,33228,637971738
2005-07-19,33242,33601,33242,33601,817583551
2005-07-20,33547,33679,33398,33465,830151895
2005-07-21,33594,33700,33349,33474,980297911
2005-07-22,33446,33596,33408,33540,638021363
2005-07-25,33646,33678,33433,33614,593615532
2005-07-26,33567,33694,33416,33630,845781590
2005-07-27,33648,33754,33623,33658,836391435
2005-07-28,33736,33813,33707,33774,657957409
2005-07-29,33859,33896,33614,33693,715083596
2005-08-01,33704,33782,33571,33617,612363654
2005-08-02,33675,33931,33638,33931,671373458
2005-08-03,33938,33957,33795,33896,576411771
2005-08-04,33825,33864,33492,33501,696861969
2005-08-05,33371,33582,33335,33335,660913685
2005-08-08,33382,33618,33381,33547,516851090
2005-08-09,33532,33753,33495,33753,611654985
2005-08-10,33786,34043,33786,34027,746001653
2005-08-11,33942,34024,33822,33922,517122879
2005-08-12,34086,34086,33783,33783,397693207
2005-08-16,33867,33867,33534,33600,427460268
2005-08-17,33532,33584,33348,33495,452811313
2005-08-18,33489,33489,33201,33234,394362271
2005-08-19,33329,33724,33275,33724,513502235
2005-08-22,33725,33812,33701,33733,381619308
2005-08-23,33648,33648,33428,33428,501922105
2005-08-24,33387,33665,33351,33647,661831949
2005-08-25,33490,33534,33396,33396,593544721
2005-08-26,33404,33546,33063,33073,564124087
2005-08-29,32997,33244,32980,33207,421239735
2005-08-30,33266,33337,33115,33144,499558372
2005-08-31,33177,33520,33174,33520,726187107
2005-09-01,33679,33768,33605,33684,715599295
2005-09-02,33654,33769,33592,33667,546803592
2005-09-05,33670,33811,33669,33805,568933821
2005-09-06,33817,33987,33803,33987,930392838
2005-09-07,34068,34114,33931,34092,863864737
2005-09-08,34085,34218,34046,34166,837225405
2005-09-09,34224,34291,34074,34233,588933076
2005-09-12,34440,34442,34258,34288,772253577
2005-09-13,34287,34287,34052,34074,751020171
2005-09-14,34085,34338,34085,34320,1121383094
2005-09-15,34296,34411,34245,34286,836826187
2005-09-16,34407,34602,34407,34538,1466811473
2005-09-19,34447,34590,34367,34527,621032164
2005-09-20,34568,34665,34485,34555,681354482
2005-09-21,34495,34574,34386,34419,1139659970
2005-09-22,34345,34357,34133,34179,926320564
2005-09-23,34265,34322,34148,34238,630999807
2005-09-26,34407,34692,34406,34692,806028208
2005-09-27,34673,34752,34576,34600,890752389
2005-09-28,34664,34914,34664,34871,1160969915
2005-09-29,34894,34948,34748,34773,1362130210
2005-09-30,34981,34995,34687,34775,797800177
2005-10-03,34849,34878,34771,34874,836361783
2005-10-04,34883,34883,34581,34654,1222536471
2005-10-05,34459,34459,34136,34136,922272925
2005-10-06,33855,33928,33642,33867,919792153
2005-10-07,33699,33873,33557,33620,756151673
2005-10-10,33781,33990,33635,33635,634476649
2005-10-11,33683,33804,33559,33602,802201366
2005-10-12,33499,33668,33403,33403,815652338
2005-10-13,33365,33474,32947,33066,876082674
2005-10-14,33270,33382,32932,33214,899606062
2005-10-17,33372,33410,33176,33219,669891949
2005-10-18,33296,33307,32857,32859,943334802
2005-10-19,32647,32741,32238,32279,1104050839
2005-10-20,32682,32753,32244,32336,805481893
2005-10-21,32033,32527,32033,32454,781584224
2005-10-24,32501,32778,32352,32778,580014167
2005-10-25,32943,32948,32664,32664,655461126
2005-10-26,32789,32972,32641,32827,830848753
2005-10-27,32687,32705,32080,32114,1050098836
2005-10-28,32058,32314,31732,32183,1039282117
2005-10-31,32596,32782,32518,32782,779011656
2005-11-01,32708,32896,32648,32742,536600605
2005-11-02,32730,32937,32568,32937,907892334
2005-11-03,33119,33389,33021,33366,974358392
2005-11-04,33334,33433,33238,33337,860865730
2005-11-07,33372,33533,33179,33454,648682417
2005-11-08,33422,33567,33193,33334,771181222
2005-11-09,33333,33506,33181,33429,879991732
2005-11-10,33516,33557,33240,33352,935639857
2005-11-11,33607,33740,33534,33740,1054532008
2005-11-14,33696,33864,33642,33664,824248162
2005-11-15,33685,33802,33577,33739,1229553313
2005-11-16,33673,33743,33578,33684,795203938
2005-11-17,33811,33973,33809,33888,839275025
2005-11-18,34189,34210,33946,34030,863327951
2005-11-21,34071,34192,33973,34150,632466464
2005-11-22,34200,34216,34080,34203,894598290
2005-11-23,34276,34411,34163,34411,999209300
2005-11-24,34423,34485,34313,34360,727988659
2005-11-25,34392,34463,34349,34436,681722781
2005-11-28,34527,34639,34256,34256,675608947
2005-11-29,34101,34406,34101,34307,876489090
2005-11-30,34254,34272,34090,34090,641563085
2005-12-01,34152,34585,34152,34585,640872663
2005-12-02,34705,34748,34618,34745,736911420
2005-12-05,34777,34845,34559,34650,662818641
2005-12-06,34652,34898,34651,34806,809398656
2005-12-07,34873,34955,34706,34790,935647258
2005-12-08,34671,34868,34623,34868,467719668
2005-12-09,34817,34864,34679,34811,483184323
2005-12-12,34916,35046,34833,34886,690877034
2005-12-13,34916,34996,34831,34972,798715552
2005-12-14,35013,35032,34887,35002,700236473
2005-12-15,35024,35100,34923,35021,655666970
2005-12-16,34906,35287,34906,35286,1640621436
2005-12-19,35212,35377,35188,35347,959518467
2005-12-20,35292,35571,35269,35538,866058716
2005-12-21,35604,35803,35596,35803,673876735
2005-12-22,35780,35846,35733,35836,576161575
2005-12-23,35912,35958,35697,35740,474721607
2005-12-27,35772,35898,35732,35845,299521019
2005-12-28,35845,35922,35731,35866,458216276
2005-12-29,35949,36056,35927,35957,395969815
2005-12-30,35887,35921,35628,35704,370214508
2006-01-02,35743,35999,35741,35962,265840413
2006-01-03,36046,36259,35975,36093,736137009
2006-01-04,36337,36371,36205,36336,869545544
2006-01-05,36387,36387,36080,36085,949051497
2006-01-06,36121,36365,36046,36365,464541581
2006-01-09,36450,36511,36167,36227,805884913
2006-01-10,36208,36286,36034,36147,806649390
2006-01-11,36283,36555,36283,36548,1064446277
2006-01-12,36503,36707,36454,36661,947784297
2006-01-13,36565,36592,36215,36265,918977090
2006-01-16,36247,36650,36246,36626,735562257
2006-01-17,36454,36479,36319,36352,1151577428
2006-01-18,35987,36118,35785,36024,1112266046
2006-01-19,36239,36278,36053,36086,903929444
2006-01-20,36183,36316,35681,35681,1009040035
2006-01-23,35498,35802,35395,35787,830496015
2006-01-24,35792,35831,35598,35652,855559609
2006-01-25,35764,35970,35718,35929,895034309
2006-01-26,36013,36487,36013,36487,874504553
2006-01-27,36733,36789,36495,36701,736684844
2006-01-30,36666,36778,36613,36666,621941152
2006-01-31,36739,36837,36522,36654,830717623
2006-02-01,36587,37010,36520,36967,958652919
2006-02-02,37000,37071,36472,36472,821894211
2006-02-03,36543,36638,36187,36408,903492716
2006-02-06,36606,36973,36589,36862,978304453
2006-02-07,36919,37057,36598,36711,1145730466
2006-02-08,36436,36748,36305,36650,1002250783
2006-02-09,36876,37071,36848,37071,825564377
2006-02-10,36946,37098,36702,36718,730081465
2006-02-13,36730,36964,36674,36964,584476333
2006-02-14,36986,37046,36690,36866,704041012
2006-02-15,36930,36985,36800,36933,706477433
2006-02-16,37035,37234,36948,37234,853970946
2006-02-17,37438,37517,37167,37401,859697879
2006-02-20,37405,37624,37364,37594,674197236
2006-02-21,37677,37917,37597,37688,1005613628
2006-02-22,37647,38076,37621,38076,952124101
2006-02-23,38123,38185,37875,37972,878351164
2006-02-24,37964,38173,37949,38121,770236094
2006-02-27,38167,38322,38158,38322,791091722
2006-02-28,38322,38330,37622,37650,1013607023
2006-03-01,37651,37809,37491,37809,948737535
2006-03-02,37892,37980,37236,37330,854769992
2006-03-03,37421,37632,37154,37390,804219001
2006-03-06,37661,37809,37618,37721,984107926
2006-03-07,37592,37592,37332,37515,1102841423
2006-03-08,37547,37597,37008,37358,1059189931
2006-03-09,37616,37678,37502,37657,929530129
2006-03-10,37564,37927,37560,37927,981121693
2006-03-13,38039,38229,38006,38195,883382354
2006-03-14,38136,38353,38021,38343,774419273
2006-03-15,38498,38531,38390,38491,967390111
2006-03-16,38526,38603,38372,38534,737214382
2006-03-17,38680,38790,38284,38364,1146329902
2006-03-20,38664,38686,38397,38489,655861713
2006-03-21,38518,38602,38175,38602,1021234452
2006-03-22,38450,38581,38409,38519,1096460513
2006-03-23,38652,38652,38117,38242,1051857810
2006-03-24,38280,38289,38054,38178,847653701
2006-03-27,38187,38187,37711,37711,746699222
2006-03-28,37702,37883,37377,37445,1022981668
2006-03-29,37486,37720,37278,37700,808177430
2006-03-30,37881,38251,37817,38206,789372385
2006-03-31,38093,38252,37828,37928,682886831
2006-04-03,38115,38280,38033,38280,631374088
2006-04-04,38172,38247,37999,38039,739403242
2006-04-05,38128,38440,38010,38440,976482423
2006-04-06,38526,38606,38313,38405,879180217
2006-04-07,38384,38561,37970,37989,1074412146
2006-04-10,37947,38496,37884,38496,892102616
2006-04-11,38181,38284,37610,37657,1299391442
2006-04-12,37635,37871,37289,37740,1379801162
2006-04-13,37800,37854,37510,37677,1105421341
2006-04-18,37650,37650,37405,37511,921811055
2006-04-19,37886,38047,37799,38047,1172610819
2006-04-20,38095,38491,38045,38350,1457896468
2006-04-21,38345,38580,38345,38495,891946092
2006-04-24,38080,38257,38027,38037,980743965
2006-04-25,38094,38276,38034,38078,606396156
2006-04-26,38180,38408,38171,38341,967910879
2006-04-27,38389,38403,37821,38131,1322714613
2006-04-28,38069,38069,37732,37773,1014233020
2006-05-02,37864,38173,37856,38173,700072598
2006-05-03,38266,38384,37825,37910,927594252
2006-05-04,37910,38179,37779,38136,948441821
2006-05-05,38182,38399,38066,38399,756653281
2006-05-08,38430,38663,38430,38552,899664455
2006-05-09,38552,38765,38505,38765,876848569
2006-05-10,38675,38896,38642,38642,1364746623
2006-05-11,38707,38885,38523,38523,1078020523
2006-05-12,38391,38591,37939,37939,1736264116
2006-05-15,37782,37792,37234,37472,1618345480
2006-05-16,37500,37723,37343,37540,1349836545
2006-05-17,37693,37711,36471,36471,1378228009
2006-05-18,36609,36810,36291,36436,1347597656
2006-05-19,36357,36770,36357,36643,1015337410
2006-05-22,36123,36123,35206,35264,1137790089
2006-05-23,35510,36042,35358,35906,1197009184
2006-05-24,35749,35872,35412,35672,1189458193
2006-05-25,35788,36191,35503,36191,1008746248
2006-05-26,36457,36617,36226,36617,1021217218
2006-05-29,36639,36648,36507,36592,459382049
2006-05-30,36609,36661,35793,35796,1040159324
2006-05-31,35575,36473,35508,36450,1129459820
2006-06-01,36420,36593,36182,36593,852369611
2006-06-02,36862,36941,36487,36529,655311496
2006-06-05,36607,36684,36310,36462,568460192
2006-06-06,36044,36221,35723,35788,1238006956
2006-06-07,35994,36256,35748,36121,1203099449
2006-06-08,35553,35766,35306,35306,1427006998
2006-06-09,35903,35903,35587,35826,819566162
2006-06-12,35784,35924,35423,35423,1032897153
2006-06-13,34940,35125,34695,34928,1312610670
2006-06-14,34988,35091,34655,34850,970651681
2006-06-15,35123,35521,35041,35521,1010919749
2006-06-16,35962,35962,35212,35228,1429198950
2006-06-19,35074,35351,35053,35152,582616793
2006-06-20,34948,35356,34884,35356,908425470
2006-06-21,35424,35500,35105,35500,791137493
2006-06-22,35817,35822,35422,35615,821237092
2006-06-23,35634,35806,35532,35737,789513196
2006-06-26,35869,35869,35472,35588,836578981
2006-06-27,35736,35764,35392,35393,852279893
2006-06-28,35309,35629,35237,35515,706990192
2006-06-29,35723,36059,35615,36042,696007472
2006-06-30,36438,36484,36225,36444,649974454
2006-07-03,36511,36666,36381,36666,563732522
2006-07-04,36666,36738,36523,36738,453392705
2006-07-05,36594,36666,36163,36207,675843227
2006-07-06,36298,36569,36298,36534,642988431
2006-07-07,36434,36529,36179,36434,625918031
2006-07-10,36425,36640,36232,36588,423065846
2006-07-11,36444,36579,36165,36210,552065716
2006-07-12,36349,36537,36216,36298,565286515
2006-07-13,36151,36151,35732,35774,732172954
2006-07-14,35524,35865,35445,35445,600098172
2006-07-17,35547,35578,35084,35286,646024490
2006-07-18,35297,35417,35129,35183,551867576
2006-07-19,35312,35980,35240,35980,633540796
2006-07-20,36070,36134,35754,35887,608119295
2006-07-21,35700,35832,35520,35592,576853263
2006-07-24,35642,36175,35642,36154,505704038
2006-07-25,36243,36243,35948,36035,675926001
2006-07-26,36084,36245,36067,36206,690937809
2006-07-27,36328,36515,36291,36499,598941878
2006-07-28,36381,36720,36333,36720,589644228
2006-07-31,36690,36711,36552,36606,462871209
2006-08-01,36636,36722,36238,36292,562960899
2006-08-02,36451,36738,36405,36738,604213886
2006-08-03,36802,36802,36363,36474,589448015
2006-08-04,36604,36905,36547,36896,866899832
2006-08-07,36625,36690,36490,36508,487976012
2006-08-08,36683,36751,36564,36633,477142009
2006-08-09,36656,36853,36401,36851,675465196
2006-08-10,36582,36672,36271,36651,696189390
2006-08-11,36692,36794,36545,36644,524547961
2006-08-14,36791,36896,36718,36880,254185266
2006-08-16,37170,37347,37070,37335,593919761
2006-08-17,37341,37522,37257,37501,537409332
2006-08-18,37583,37663,37444,37549,496190712
2006-08-21,37536,37596,37401,37439,374063576
2006-08-22,37591,37605,37290,37581,578556836
2006-08-23,37579,37579,37222,37283,463218066
2006-08-24,37262,37808,37176,37671,1090659576
2006-08-25,37735,37864,37590,37718,1038481653
2006-08-28,37685,37824,37503,37807,596307419
2006-08-29,37842,37945,37692,37800,691952076
2006-08-30,37906,38065,37838,37993,862180881
2006-08-31,38035,38047,37874,37938,733764405
2006-09-01,37976,38231,37976,38159,698817665
2006-09-04,38271,38275,38101,38218,816085468
2006-09-05,38234,38247,37989,38135,1149768069
2006-09-06,38137,38174,37786,37829,775194242
2006-09-07,37674,37774,37583,37622,737206779
2006-09-08,37739,37852,37709,37815,1010354273
2006-09-11,37645,37723,37537,37684,1122582169
2006-09-12,37772,37944,37439,37920,1482812255
2006-09-13,38054,38054,37843,37981,978315403
2006-09-14,38018,38129,37838,37929,965114422
2006-09-15,37872,37988,37674,37892,1376259490
2006-09-18,37961,38051,37802,37927,1034387684
2006-09-19,37972,38010,37540,37679,746441524
2006-09-20,37631,38126,37592,38088,781842581
2006-09-21,38093,38311,38006,38243,920035860
2006-09-22,38036,38126,37773,37855,738396275
2006-09-25,37928,38014,37699,37880,1067559635
2006-09-26,38072,38236,37999,38216,877184732
2006-09-27,38368,38368,38146,38329,784080203
2006-09-28,38372,38522,38287,38428,772441629
2006-09-29,38445,38604,38445,38475,638505585
2006-10-02,38514,38647,38335,38444,648577443
2006-10-03,38362,38399,38139,38399,706529540
2006-10-04,38433,38707,38379,38707,860423225
2006-10-05,38940,39010,38846,38958,863033657
2006-10-06,38972,39037,38801,38955,721026257
2006-10-09,38909,39090,38851,39082,540046223
2006-10-10,39146,39363,39114,39323,869762691
2006-10-11,39252,39536,39170,39489,1237187229
